id,Precio_cat
4820,5
4821,2
4822,1
4823,3
4824,2
4825,1
4826,5
4827,5
4828,3
4829,4
4830,4
4831,5
4832,1
4833,2
4834,4
4835,4
4836,2
4837,5
4838,5
4839,1
4840,2
4841,1
4842,2
4843,4
4844,3
4845,3
4846,5
4847,4
4848,4
4849,3
4850,4
4851,4
4852,4
4853,5
4854,3
4855,3
4856,5
4857,1
4858,3
4859,1
4860,3
4861,3
4862,5
4863,2
4864,2
4865,3
4866,3
4867,4
4868,3
4869,5
4870,2
4871,4
4872,5
4873,1
4874,3
4875,1
4876,5
4877,1
4878,3
4879,1
4880,4
4881,2
4882,4
4883,2
4884,2
4885,2
4886,4
4887,2
4888,5
4889,4
4890,3
4891,5
4892,3
4893,4
4894,3
4895,5
4896,2
4897,4
4898,4
4899,3
4900,3
4901,3
4902,3
4903,3
4904,3
4905,1
4906,5
4907,3
4908,4
4909,2
4910,3
4911,4
4912,3
4913,1
4914,5
4915,1
4916,5
4917,5
4918,2
4919,1
4920,4
4921,3
4922,3
4923,5
4924,3
4925,5
4926,1
4927,3
4928,3
4929,1
4930,3
4931,1
4932,1
4933,1
4934,5
4935,5
4936,5
4937,3
4938,1
4939,3
4940,2
4941,3
4942,4
4943,5
4944,4
4945,4
4946,2
4947,2
4948,1
4949,3
4950,2
4951,2
4952,5
4953,5
4954,3
4955,2
4956,2
4957,1
4958,3
4959,3
4960,3
4961,3
4962,2
4963,5
4964,4
4965,2
4966,5
4967,3
4968,3
4969,3
4970,4
4971,5
4972,5
4973,3
4974,5
4975,4
4976,5
4977,5
4978,5
4979,2
4980,4
4981,3
4982,3
4983,4
4984,4
4985,4
4986,4
4987,3
4988,3
4989,1
4990,5
4991,1
4992,2
4993,5
4994,3
4995,3
4996,5
4997,5
4998,2
4999,3
5000,5
5001,5
5002,4
5003,5
5004,4
5005,3
5006,5
5007,2
5008,5
5009,5
5010,4
5011,4
5012,4
5013,4
5014,3
5015,5
5016,4
5017,3
5018,5
5019,5
5020,5
5021,1
5022,5
5023,1
5024,1
5025,4
5026,4
5027,2
5028,2
5029,1
5030,4
5031,5
5032,1
5033,5
5034,4
5035,3
5036,3
5037,4
5038,2
5039,5
5040,3
5041,4
5042,4
5043,2
5044,2
5045,3
5046,4
5047,3
5048,1
5049,3
5050,3
5051,5
5052,5
5053,4
5054,3
5055,2
5056,5
5057,4
5058,5
5059,5
5060,4
5061,3
5062,2
5063,3
5064,2
5065,3
5066,3
5067,4
5068,5
5069,3
5070,3
5071,3
5072,5
5073,3
5074,4
5075,4
5076,3
5077,3
5078,5
5079,3
5080,2
5081,5
5082,3
5083,2
5084,2
5085,2
5086,5
5087,4
5088,4
5089,3
5090,2
5091,2
5092,3
5093,1
5094,4
5095,3
5096,4
5097,3
5098,5
5099,1
5100,5
5101,4
5102,3
5103,4
5104,3
5105,3
5106,2
5107,2
5108,5
5109,3
5110,1
5111,1
5112,4
5113,4
5114,2
5115,4
5116,4
5117,4
5118,4
5119,3
5120,1
5121,3
5122,3
5123,3
5124,3
5125,3
5126,2
5127,3
5128,3
5129,5
5130,3
5131,5
5132,5
5133,5
5134,2
5135,3
5136,2
5137,4
5138,1
5139,3
5140,3
5141,4
5142,2
5143,3
5144,4
5145,3
5146,4
5147,1
5148,5
5149,5
5150,4
5151,5
5152,2
5153,5
5154,4
5155,1
5156,3
5157,4
5158,3
5159,2
5160,3
5161,4
5162,3
5163,2
5164,2
5165,2
5166,1
5167,1
5168,3
5169,3
5170,4
5171,5
5172,1
5173,4
5174,3
5175,5
5176,1
5177,4
5178,3
5179,5
5180,4
5181,3
5182,1
5183,2
5184,4
5185,3
5186,4
5187,4
5188,4
5189,2
5190,5
5191,2
5192,3
5193,3
5194,4
5195,3
5196,2
5197,3
5198,4
5199,3
5200,3
5201,1
5202,3
5203,5
5204,5
5205,5
5206,2
5207,4
5208,3
5209,1
5210,5
5211,2
5212,5
5213,1
5214,5
5215,5
5216,3
5217,3
5218,3
5219,3
5220,3
5221,5
5222,3
5223,3
5224,3
5225,2
5226,5
5227,1
5228,4
5229,5
5230,5
5231,4
5232,3
5233,3
5234,3
5235,2
5236,1
5237,3
5238,2
5239,3
5240,1
5241,4
5242,1
5243,5
5244,5
5245,2
5246,2
5247,5
5248,4
5249,3
5250,3
5251,4
5252,2
5253,3
5254,5
5255,4
5256,2
5257,3
5258,3
5259,4
5260,5
5261,4
5262,3
5263,3
5264,4
5265,1
5266,3
5267,3
5268,3
5269,3
5270,4
5271,4
5272,3
5273,1
5274,5
5275,4
5276,5
5277,4
5278,1
5279,4
5280,4
5281,5
5282,4
5283,3
5284,5
5285,5
5286,2
5287,4
5288,3
5289,5
5290,3
5291,5
5292,4
5293,3
5294,3
5295,4
5296,2
5297,2
5298,3
5299,3
5300,3
5301,4
5302,3
5303,4
5304,4
5305,4
5306,5
5307,3
5308,2
5309,4
5310,3
5311,4
5312,1
5313,2
5314,4
5315,5
5316,5
5317,5
5318,3
5319,2
5320,3
5321,1
5322,5
5323,2
5324,2
5325,5
5326,1
5327,4
5328,2
5329,2
5330,3
5331,4
5332,1
5333,2
5334,2
5335,2
5336,3
5337,2
5338,4
5339,3
5340,4
5341,5
5342,4
5343,5
5344,2
5345,1
5346,4
5347,5
5348,5
5349,5
5350,4
5351,3
5352,3
5353,4
5354,1
5355,4
5356,2
5357,5
5358,4
5359,5
5360,3
5361,5
5362,4
5363,4
5364,2
5365,3
5366,5
5367,3
5368,3
5369,4
5370,4
5371,3
5372,2
5373,2
5374,5
5375,3
5376,5
5377,5
5378,3
5379,3
5380,4
5381,4
5382,2
5383,3
5384,4
5385,4
5386,2
5387,3
5388,2
5389,2
5390,2
5391,4
5392,5
5393,4
5394,5
5395,3
5396,5
5397,5
5398,3
5399,5
5400,3
5401,3
5402,3
5403,4
5404,4
5405,5
5406,1
5407,3
5408,3
5409,4
5410,3
5411,3
5412,3
5413,2
5414,3
5415,1
5416,4
5417,3
5418,2
5419,4
5420,4
5421,5
5422,5
5423,4
5424,3
5425,2
5426,4
5427,1
5428,3
5429,1
5430,1
5431,4
5432,5
5433,5
5434,4
5435,3
5436,3
5437,2
5438,3
5439,4
5440,4
5441,3
5442,3
5443,3
5444,4
5445,1
5446,5
5447,2
5448,4
5449,3
5450,5
5451,3
5452,1
5453,5
5454,1
5455,5
5456,2
5457,5
5458,3
5459,5
5460,4
5461,5
5462,3
5463,3
5464,5
5465,4
5466,3
5467,5
5468,4
5469,2
5470,3
5471,3
5472,3
5473,3
5474,1
5475,4
5476,4
5477,3
5478,4
5479,4
5480,4
5481,3
5482,1
5483,4
5484,3
5485,2
5486,5
5487,2
5488,5
5489,3
5490,2
5491,2
5492,4
5493,2
5494,1
5495,5
5496,3
5497,5
5498,4
5499,4
5500,3
5501,4
5502,5
5503,5
5504,3
5505,4
5506,3
5507,4
5508,4
5509,1
5510,3
5511,5
5512,2
5513,1
5514,4
5515,3
5516,2
5517,3
5518,2
5519,4
5520,2
5521,4
5522,2
5523,4
5524,2
5525,3
5526,5
5527,3
5528,1
5529,2
5530,5
5531,5
5532,2
5533,5
5534,4
5535,3
5536,4
5537,4
5538,1
5539,2
5540,3
5541,3
5542,4
5543,3
5544,3
5545,2
5546,1
5547,1
5548,1
5549,1
5550,5
5551,5
5552,3
5553,3
5554,1
5555,3
5556,2
5557,5
5558,3
5559,3
5560,1
5561,3
5562,4
5563,3
5564,3
5565,2
5566,2
5567,4
5568,4
5569,4
5570,4
5571,2
5572,3
5573,3
5574,3
5575,2
5576,2
5577,3
5578,3
5579,1
5580,2
5581,3
5582,2
5583,5
5584,5
5585,5
5586,1
5587,3
5588,3
5589,4
5590,5
5591,4
5592,5
5593,1
5594,1
5595,3
5596,5
5597,2
5598,3
5599,4
5600,4
5601,4
5602,5
5603,3
5604,3
5605,4
5606,2
5607,4
5608,3
5609,2
5610,3
5611,3
5612,4
5613,4
5614,3
5615,3
5616,2
5617,2
5618,3
5619,2
5620,3
5621,1
5622,1
5623,3
5624,2
5625,3
5626,5
5627,1
5628,1
5629,4
5630,3
5631,3
5632,3
5633,4
5634,4
5635,4
5636,3
5637,4
5638,4
5639,2
5640,1
5641,4
5642,2
5643,1
5644,3
5645,2
5646,4
5647,1
5648,3
5649,1
5650,4
5651,4
5652,5
5653,4
5654,3
5655,1
5656,3
5657,3
5658,3
5659,2
5660,3
5661,4
5662,3
5663,5
5664,5
5665,4
5666,1
5667,4
5668,2
5669,4
5670,4
5671,3
5672,5
5673,3
5674,3
5675,2
5676,2
5677,3
5678,3
5679,2
5680,4
5681,3
5682,1
5683,3
5684,4
5685,4
5686,1
5687,5
5688,3
5689,2
5690,1
5691,3
5692,4
5693,3
5694,4
5695,2
5696,1
5697,4
5698,3
5699,3
5700,4
5701,3
5702,1
5703,4
5704,1
5705,5
5706,5
5707,2
5708,3
5709,5
5710,4
5711,2
5712,3
5713,4
5714,2
5715,1
5716,4
5717,5
5718,4
5719,3
5720,2
5721,4
5722,5
5723,2
5724,1
5725,4
5726,4
5727,3
5728,3
5729,2
5730,3
5731,4
5732,4
5733,5
5734,1
5735,2
5736,2
5737,3
5738,3
5739,5
5740,1
5741,4
5742,3
5743,4
5744,2
5745,4
5746,1
5747,5
5748,3
5749,2
5750,4
5751,2
5752,1
5753,2
5754,5
5755,3
5756,4
5757,1
5758,2
5759,4
5760,4
5761,5
5762,5
5763,2
5764,3
5765,3
5766,4
5767,3
5768,4
5769,5
5770,3
5771,4
5772,3
5773,4
5774,4
5775,5
5776,2
5777,5
5778,3
5779,4
5780,2
5781,5
5782,3
5783,5
5784,4
5785,3
5786,3
5787,4
5788,3
5789,4
5790,1
5791,3
5792,5
5793,5
5794,3
5795,1
5796,2
5797,3
5798,5
5799,4
5800,5
5801,4
5802,3
5803,2
5804,1
5805,5
5806,5
5807,5
5808,2
5809,5
5810,2
5811,4
5812,2
5813,2
5814,5
5815,2
5816,2
5817,3
5818,4
5819,1
5820,4
5821,2
5822,3
5823,2
5824,3
5825,1
5826,3
5827,2
5828,1
5829,5
5830,2
5831,3
5832,3
5833,3
5834,3
5835,2
5836,5
5837,3
5838,3
5839,4
5840,4
5841,4
5842,4
5843,4
5844,4
5845,4
5846,1
5847,2
5848,1
5849,2
5850,3
5851,2
5852,2
5853,2
5854,2
5855,1
5856,3
5857,4
5858,5
5859,2
5860,1
5861,2
5862,3
5863,3
5864,5
5865,4
5866,4
5867,4
5868,2
5869,3
5870,4
5871,4
5872,2
5873,1
5874,1
5875,2
5876,3
5877,5
5878,5
5879,3
5880,3
5881,4
5882,1
5883,4
5884,3
5885,5
5886,1
5887,5
5888,1
5889,2
5890,5
5891,1
5892,3
5893,5
5894,5
5895,4
5896,4
5897,4
5898,2
5899,2
5900,4
5901,4
5902,1
5903,5
5904,5
5905,5
5906,3
5907,3
5908,3
5909,4
5910,2
5911,3
5912,3
5913,1
5914,4
5915,5
5916,5
5917,3
5918,4
5919,1
5920,4
5921,4
5922,2
5923,2
5924,3
5925,5
5926,3
5927,3
5928,5
5929,3
5930,5
5931,5
5932,4
5933,2
5934,5
5935,5
5936,4
5937,1
5938,5
5939,2
5940,3
5941,5
5942,3
5943,2
5944,4
5945,4
5946,4
5947,2
5948,2
5949,4
5950,4
5951,4
5952,5
5953,3
5954,5
5955,3
5956,3
5957,3
5958,3
5959,5
5960,1
5961,3
5962,3
5963,5
5964,4
5965,1
5966,2
5967,2
5968,3
5969,2
5970,4
5971,4
5972,1
5973,3
5974,2
5975,3
5976,4
5977,5
5978,5
